cid,Stance,text
566507042688664,Pro-Energy,"FOR IMMEDIATE RELEASE December 5, 2024 Contact- anders4wv@gmail.com Delegate-Elect Chris Anders Opposes Governor Justice’s Green New Deal Schemes MARTINSBURG, WV — Republican Delegate-Elect Chris Anders (R-97th District) issued the following statement regarding Governor Jim Justice’s call for a special legislative session on Saturday to advance policies aligned with the Green New Deal: “Governor Justice’s latest push for what amounts to a Green New Deal scheme is an affront to free-market principles and a giveaway to cronyism. This type of policy represents the exact opposite of what West Virginia needs. Instead of empowering individuals and businesses, this agenda puts government at the center of economic decisions, picking winners and losers while punishing hardworking West Virginians. It is clear that Governor Justice, now a lame-duck governor, is intent on advancing a left-leaning agenda that aligns more with Biden’s radical Green New Deal than with the conservative values of West Virginians. As he transitions to his role as West Virginia’s newest U.S. Senator, this move sadly signals the direction he intends to take in Washington. While I cannot yet vote, as new delegates are  …"
1991447184613801,Pro-Energy,"State Representative John Fitzgerald voted for the EXTREME GREEN NEW DEAL that will RAISE YOUR ENERGY BILL $2,700 PER YEAR. Rep. John Fitzgerald is WRONG FOR WEST MICHIGAN. Vote against Rep. John Fitzgerald on November 5th!"
1079475040284576,Pro-Energy,"Proponents of SB201/RL21 are sending out FALSE text messages filled with lies about RL21 saying that ""the left"" is against them, and President Trump agrees with them. The reality is that private companies are seizing land from South Dakota landowners to build an unsafe and unnecessary carbon capture pipeline in the American heartland. These people don't care about farmers, property owners, or the health and safety of South Dakotans. If RL21 passes, AOC's Green New Deal is coming to South Dakota. When you vote for Trump on 11/5, make sure you're ALSO voting No on RL21."
3736615296601094,Pro-Energy,"A foreign-tied corporation is using your tax dollars to take your neighbor’s family property to install a dangerous pipeline in service of the socialist Green New Deal agenda! And South Dakota politicians are cutting backroom deals to help them do it. Sign the petition demanding your lawmakers Stop the Socialist Land Grab in South Dakota! https://www.stoplandgrab.com/act,A foreign-tied corporation is using your tax dollars to take your neighbor’s family property to install a dangerous pipeline in service of the socialist Green New Deal agenda! And South Dakota politicians are cutting backroom deals to help them do it. Sign the petition demanding your lawmakers Stop the Socialist Land Grab in South Dakota! https://www.stoplandgrab.com/act,A foreign-tied corporation is using your tax dollars to take your neighbor’s family property to install a dangerous pipeline in service of the socialist Green New Deal agenda! And South Dakota politicians are cutting backroom deals to help them do it. Sign the petition demanding your lawmakers Stop the Socialist Land Grab in South Dakota! https://www.stoplandgrab.com/act"
566501819228217,Pro-Energy,Are you ready for higher taxes? Or radical Green New Deal energy policies? Or even MORE inflation? That’s what Central Florida looks like on DAY ONE if Nate Douglas is in the State House. Reject this radical agenda in November!
911170373736096,Pro-Energy,"State Representative Denise Mentzer voted for the EXTREME GREEN NEW DEAL that will RAISE YOUR ENERGY BILL $2,700 PER YEAR. Rep. Denise Mentzer is WRONG FOR MACOMB. Vote against Rep. Denise Mentzer on November 5th!"
534158719578940,Pro-Energy,"State Representative Jamie Thompson is fighting to repeal the Extreme Green New Deal and save YOU over $2,700 per year on your energy bill. Vote to re-elect Jamie Thompson for State Representative on November 5th!"
1473896646631264,Pro-Energy,"State Representative Reggie Miller voted for the EXTREME GREEN NEW DEAL that will RAISE YOUR ENERGY BILL $2,700 PER YEAR. Rep. Reggie Miller is WRONG FOR SOUTHEAST MICHIGAN. Vote against Rep. Reggie Miller on November 5th!"
564335289478008,Pro-Energy,"My opponent backed crippling tax hikes on working families, and the Green New Deal - a socialist scheme that will dramatically raise costs and taxes. But as your State Representative Erin Paré cut your taxes and put more money in your pocket. Vote to re-elect the only small business owner in the race Rep. Erin Paré."
1084342929360026,Pro-Energy,"Daniel Mahoney’s allies voted for the Extreme Green New Deal INCREASING YOUR ENERGY COSTS $2,700 per year. Vote Against Daniel Mahoney. Return your absentee ballot NOW or vote in person November 5th!"
1705404663364374,Pro-Energy,"State Representative Donni Steele is fighting to repeal the Extreme Green New Deal and save YOU over $2,700 per year on your energy bill. Vote to re-elect Donni Steele for State Representative on November 5th!"
1695752507634915,Pro-Energy,"Kamala Harris and Janelle Stelson want to spend hundreds of billions of dollars on the Green New Deal, eliminating gas powered cars, and forcing Americans to buy electric cars. Janelle Stelson: Radical. Dangerous. Extreme."
1139033997830112,Pro-Energy,"State Representative Jaime Churches voted for the EXTREME GREEN NEW DEAL that will RAISE YOUR ENERGY BILL $2,700 PER YEAR. Rep. Jaime Churches is WRONG FOR DOWNRIVER. Vote against Rep. Jaime Churches on November 5th!"
526876900306981,Pro-Energy,"Chelsea Johnson is backed by outside special interests with extreme agendas that don't belong in Lancaster County. Vote for local interests—not outsiders' plans. Vote David Russell on November 5!,Why are outside energy companies and political insiders pouring money into Chelsea Johnson’s campaign? Lancaster County deserves leaders who put residents first, not radical agendas. Vote David Russell.,Protect Lancaster County from outside control. Chelsea Johnson’s campaign is funded by out-of-state energy companies and woke PACs. Vote for a candidate who stands for local values—vote David Russell.,Chelsea Johnson’s campaign is funded by groups with radical agendas and out-of-state interests. Only you can prevent these outside influences from controlling Lancaster County. Vote David Russell on November 5!,Chelsea Johnson’s big donors: extreme environmental PACs, out-of-state energy giants, and political insiders. David Russell’s supporters? Lancaster County residents. The choice is clear on November 5."
